id,name,abv,ibu,target_fg,target_og,ebc,srm,ph
113,Hello My Name Is Ingrid,8.2,42,1013,1078,70,35,4.4
118,Bounty Hunter - Shareholder Brew,6.5,35,1020,1068,250,125,4.2
114,U-Boat (w/ Victory Brewing),8.4,50,1015,1080,200,100,4.4
151,Rhubarb Saison - B-Sides,6.4,25,1008,1052,10,5,5.2
77,Hobo Pop,4.2,50,1010,1042,30,15,4.4
162,77 Lager,4.9,30,1009,1047,12,6,4.4
274,Prototype Black Rye IPA,6.5,70,1012,1060,135,69,4.5
1,Buzz,4.5,60,1010,1044,20,10,4.4
35,Berliner Weisse With Raspberries And Rhubarb - B-Sides,3.6,8,1007,1040,,,3.2
135,Growler,4.5,38,1008,1042.9,18,9,4.4
196,Catherine's Pony (w/ Beavertown),8.8,40,1017,1084,190,95,4.5
143,Lizard Bride - Prototype Challenge,5.7,35,1009,1053,25,12.5,4.4
277,Prototype Blonde Ale,4.5,15,1009,1044,12,6,4.6
86,Original Dogma (Née Speedball),7.8,60,1012,1071.3,31,15.5,4.3
23,Storm,8.0,60,1010,1082,12,6,4.4
6,Electric India,5.2,38,1005,1045,15,7.5,4.4
286,Hello My Name Is Aune,8.2,70,1009,1070,15,8,4.4
107,HBC 366 - IPA Is Dead,7.2,70,1012,1067,30,15,4.4
177,Dog D,16.1,85,1015,1125,400,200,4.3
94,Everday Anarchy,10.5,45,1005,1081,15,7.5,4.4
269,Small Batch: Imperial Pale Weizen,7.5,25,1010,1067,18,9,4.4
252,Small Batch: Dortmunder,4.9,32,1009,1049,15,7.62,5.2
25,Bad Pixie,4.7,45,1010,1047,8,4,4.4
20,Rabiator,10.27,26,1014,1092,24,12,4.4
220,Ace Of Simcoe,4.5,40,1011,1045,18,9,4.2
255,Small Batch: Tripel,13.0,50,1008,1110,23,11.6,5.1
188,Paradox Jura,10.0,55,1014,1128,300,152,4.4
113,Hello My Name Is Ingrid,8.2,42,1013,1078,70,35,4.4
303,Hazy Jane Rye Barrel Aged,7.2,30,1009,1065,15,8,4.2
144,Tokyo*,16.2,85,1028,1157,250,127,4.4
246,Casino Rye Ale,5.1,40,1009,1049,25,12.7,5.2
309,Paradox Islay 2018,13.5,100,1015,1112,300,152,4.4
316,SOS! (May Day!),6.4,34,1014,1060,21,11,4.2
278,AB:23,11.5,80,1020,1110,80,41,4.1
293,I Wanna Be Your Dog,12.0,55,1035,1125,600,305,4.1
186,Jasmine IPA,5.8,40,1014,1060,35,17.5,4.4
2,Trashy Blonde,4.1,41.5,1010,1041.7,15,15,4.4
16,Libertine Porter,6.1,45,1020,1067,219,109.5,4.4
314,Manic Mango,6.0,20,1010,1057,12,6,4.4
252,Small Batch: Dortmunder,4.9,32,1009,1049,15,7.62,5.2
309,Paradox Islay 2018,13.5,100,1015,1112,300,152,4.4
322,Jet Trash,6.9,65,1008,1060,18,9,4.6
76,#Mashtag 2013,7.5,50,1013,1070,40,20,4.4
145,Sorachi Bitter - B-Sides,6.3,130,1010,1060,14,7,5.2
106,Punk IPA 2010 - Current,5.6,40,1011,1055,15,7.6,4.4
298,Declassified Demi-God,14.1,70,1020,1127,90,46,4.1
257,Semi Skimmed Occultist,8.0,70,1014,1080,160,81.28,4.1
219,Ship Wreck,13.8,60,1015,1088,25,13,4.4
4,Pilsen Lager,6.3,55,1012,1060,30,15,4.4
42,Hardcore IPA,9.2,125,1016,1085,40,20,4.4
47,AB:15,12.8,50,1020,1096,111,55.5,4.4
163,This. Is. Lager,4.7,37,1007,1043,10,6,4.2
308,Very Big Moose,12.0,25,1038,1128,100,50,4.4
65,Bracken's Porter,5.0,50,1010,1049,110,55,4.4
187,Lichtenstein Pale Ale,5.2,50,1010,1050,17,8.5,4.4
146,Nelson Sauvin,7.5,75,1013,1068,30,15,4.4
162,77 Lager,4.9,30,1009,1047,12,6,4.4
136,#Mashtag 2014,9.0,50,1015,1084,20,10,4.4
134,Mr.Miyagi's Wasabi Stout,7.5,90,1015,1072,200,102,4.4
39,Kohatu - IPA Is Dead,7.2,70,1012,1067,30,15,4.4
232,Ace Of Equinox,4.5,40,1011,1045,18,9,4.2
179,How To Disappear Completely,3.5,198,1010,1037,37,19,4.4
6,Electric India,5.2,38,1005,1045,15,7.5,4.4
315,Baltic Fleet,7.2,45,1016,1071,120,61,4.2
317,Al Adjore!,9.0,65,1018,1085,35,18,79
155,Old World Russian Imperial Stout,9.5,80,1014,1075,195,97.5,4.5
59,Mandarina Bavaria - IPA Is Dead,7.2,100,1010,1064,12,6,4.4
34,Bourbon Baby,5.8,35,1005,1049,44,22,4.4
323,Interstate Vienna Lager.,5.0,25,1007,1045,14,7,4.2
274,Prototype Black Rye IPA,6.5,70,1012,1060,135,69,4.5
225,Paradox Islay 2.0,13.0,100,1112,1015,300,152,4.4
209,Stereo Wolf Stout - Prototype Challenge,5.2,55,1014,1052,200,100,5.2
207,International Arms Race (w/ Flying Dog),7.5,0,1013,1069,50,25,4.4
127,Galaxy,6.7,67,1064,1013,19,9.5,4.4
324,Fools Gold Dortmunder Lager,5.6,32,1009,1052,11,6,4.2
115,Melon And Cucumber IPA - B-Sides,6.0,50,1010,1050,8,4,5.2
254,Small Batch: Kellerbier,4.5,25,1011,1043,17,8.6,5.3
78,AB:18,11.8,80,1020,1096,115,57.5,5.2
305,Native Son,8.5,70,1010,1073,18,9,4.6
266,Small Batch: Lemon Meringue Pie,6.5,5,1015,1066,7,4,4
179,How To Disappear Completely,3.5,198,1010,1037,37,19,4.4
147,Hello My Name Is Little Ingrid,4.4,35,1012,1045,30,15,4.4
319,Grano Giusto,5.5,28,1009,1052,55,28,4.3
114,U-Boat (w/ Victory Brewing),8.4,50,1015,1080,200,100,4.4
117,Hop Rocker,5.5,40,1010,1052,25,12,4.2
48,Goldings - IPA Is Dead,6.7,70,1015,1066,30,15,4.4
248,Twin Atlantic,5.0,80,1011,1048,19,9.7,5.2
97,Bowman's Beard - B-Sides,18.3,50,1011,1067,15,8,5.3
128,White Noise,6.8,50,1012,1060,30,15,4.4
317,Al Adjore!,9.0,65,1018,1085,35,18,79
141,Cap Dog (w/ Cap Brewery),9.0,80,1014,1083,180,90,5.2
310,Clockwork Tangerine,4.5,37,1012,1047,20,10,4.2
24,The End Of History,55.0,,1000,1112,,,4.4
86,Original Dogma (Née Speedball),7.8,60,1012,1071.3,31,15.5,4.3
32,AB:05,12.5,40,1030,1126,180,90,4.4
281,Homicidal Puppet Help Desk,11.5,132,1020,1105,45,23,4.1
40,Hello My Name is Vladimir,8.2,70,1013,1076,16,8,4.4
76,#Mashtag 2013,7.5,50,1013,1070,40,20,4.4
280,Make Earth Great Again,7.5,35,1004,1065,9,5,4.6
73,Black Eyed King Imp - Vietnamese Coffee Edition,12.7,85,1038,1113.5,250,125,5.2
4,Pilsen Lager,6.3,55,1012,1060,30,15,4.4
65,Bracken's Porter,5.0,50,1010,1049,110,55,4.4
319,Grano Giusto,5.5,28,1009,1052,55,28,4.3
121,Punk Monk,6.0,60,1010,1056,17,8.5,4.4
110,Truffle and Chocolate Stout - B-Sides,5.6,30,1015,1058,54,27,4.4
54,Albino Squid Assasin,7.4,65,1012,1069,60,30,4.2
69,AB:16,10.6,55,1012,1090,30,15,4.4
116,Morag's Mojito - B-Sides,6.7,40,1010,1063,15,7.5,5.2
179,How To Disappear Completely,3.5,198,1010,1037,37,19,4.4
79,Hops Kill Nazis,7.6,70,1015,1073,59,29.5,4.4
94,Everday Anarchy,10.5,45,1005,1081,15,7.5,4.4
180,Doodlebug,2.5,35,1008,1027,10,5,4.2
305,Native Son,8.5,70,1010,1073,18,9,4.6
266,Small Batch: Lemon Meringue Pie,6.5,5,1015,1066,7,4,4
141,Cap Dog (w/ Cap Brewery),9.0,80,1014,1083,180,90,5.2
262,Small Batch: Vermont IPA V2.0,6.9,35,1012,1066,15,7.6,4.2
239,#Mashtag 2016,10.5,100,1010,1090,15,8,4.4
24,The End Of History,55.0,,1000,1112,,,4.4
232,Ace Of Equinox,4.5,40,1011,1045,18,9,4.2
31,Nanny State,0.5,55,1005,1007,30,15,4.4
109,Cocoa Psycho,10.0,85,1012,1098,30,15.25,4.4
226,Chili Hammer,7.2,250,1010,1065,15,7.5,4.4
312,Dog G,17.0,100,1015,1125,500,254,4.4
147,Hello My Name Is Little Ingrid,4.4,35,1012,1045,30,15,4.4
97,Bowman's Beard - B-Sides,18.3,50,1011,1067,15,8,5.3
269,Small Batch: Imperial Pale Weizen,7.5,25,1010,1067,18,9,4.4
129,Hinterland,9.0,85,1025,1094,400,200,4.3
40,Hello My Name is Vladimir,8.2,70,1013,1076,16,8,4.4
183,Nuns With Guns,4.2,25,1012,1044,19,9.5,4.4
228,Prototype Helles,4.9,18,1047,1010,13,6.6,4.2
127,Galaxy,6.7,67,1064,1013,19,9.5,4.4
291,Hello My Name Is Sofia,8.2,70,1009,1070,15,8,4.4
129,Hinterland,9.0,85,1025,1094,400,200,4.3
52,Paradox Islay,10.0,55,1014,1090,300,152,4.4
80,AB:04,15.0,80,1018,1113,400,200,4
104,India Pale Weizen (w/ Weihenstephan),6.2,50,1010,1056,35,17.5,4
226,Chili Hammer,7.2,250,1010,1065,15,7.5,4.4
101,Riptide,8.0,45,1014,1075,240,120,4.4
143,Lizard Bride - Prototype Challenge,5.7,35,1009,1053,25,12.5,4.4
309,Paradox Islay 2018,13.5,100,1015,1112,300,152,4.4
12,Arcade Nation,5.3,60,1012,1052,200,100,4.2
324,Fools Gold Dortmunder Lager,5.6,32,1009,1052,11,6,4.2
224,AB:20,14.2,20,1120,1025,67,34,4
155,Old World Russian Imperial Stout,9.5,80,1014,1075,195,97.5,4.5
1,Buzz,4.5,60,1010,1044,20,10,4.4
289,Hello My Name Is Lieke,8.2,70,1009,1070,15,8,4.4
56,Black Eyed King Imp,9.5,85,1022,1095,250,125,4.4
22,Devine Rebel (w/ Mikkeller),12.5,100,1030,1093,36,18,4.4
152,Deaf Mermaid - B-Sides,5.2,65,1010,1048,16,8,5.2
197,Moshi Moshi 15,5.2,45,1011,1048,35,17.5,4.4
30,Dana - IPA Is Dead,6.7,70,1015,1066,30,15,4.4
1,Buzz,4.5,60,1010,1044,20,10,4.4
18,Russian Doll – India Pale Ale,6.0,70,1012,1058,25,12.5,5.2
308,Very Big Moose,12.0,25,1038,1128,100,50,4.4
189,AB:11,12.8,70,1020,1108,79,40,4.4
107,HBC 366 - IPA Is Dead,7.2,70,1012,1067,30,15,4.4
145,Sorachi Bitter - B-Sides,6.3,130,1010,1060,14,7,5.2
128,White Noise,6.8,50,1012,1060,30,15,4.4
65,Bracken's Porter,5.0,50,1010,1049,110,55,4.4
42,Hardcore IPA,9.2,125,1016,1085,40,20,4.4
206,Black Jacques,11.1,45,1005,1089,15,7.5,4.4
42,Hardcore IPA,9.2,125,1016,1085,40,20,4.4
52,Paradox Islay,10.0,55,1014,1090,300,152,4.4
31,Nanny State,0.5,55,1005,1007,30,15,4.4
130,Spiced Cherry Sour - B-Sides,6.5,20,1010,1060,,,3.2
66,Tokyo Rising Sun - Lowland,13.2,85,1023,1125,140,71,4.4
137,Sink The Bismarck!,41.0,1085,1016,1085,40,20,4.4
118,Bounty Hunter - Shareholder Brew,6.5,35,1020,1068,250,125,4.2
104,India Pale Weizen (w/ Weihenstephan),6.2,50,1010,1056,35,17.5,4
2,Trashy Blonde,4.1,41.5,1010,1041.7,15,15,4.4
190,Hello My Name is Sonja (w/ Evil Twin),8.3,70,1013,1076,30,15,4.4
40,Hello My Name is Vladimir,8.2,70,1013,1076,16,8,4.4
114,U-Boat (w/ Victory Brewing),8.4,50,1015,1080,200,100,4.4
290,Hello My Name Is Niamh,8.2,70,1009,1070,15,8,4.4
202,Dog C,15.0,90,1003,1120,100,50,4.4
187,Lichtenstein Pale Ale,5.2,50,1010,1050,17,8.5,4.4
255,Small Batch: Tripel,13.0,50,1008,1110,23,11.6,5.1
206,Black Jacques,11.1,45,1005,1089,15,7.5,4.4
263,Small Batch: Mandarina Lager,5.3,40,1008,1049,7,4,4.3
13,Movember,4.5,50,1012,1047,140,70,5.2
240,Blitz Saison,3.2,8,1007,1040,7,14,3.2
96,Lumberjack Stout,15.2,20,1020,1110,158,79,4.4
267,AB:22,12.5,70,1020,1115,100,51,4.1
27,Dog B,15.0,90,1003,1120,100,50,4.4
198,AB:01,10.2,20,1018,1095,16,8,4.1
309,Paradox Islay 2018,13.5,100,1015,1112,300,152,4.4
239,#Mashtag 2016,10.5,100,1010,1090,15,8,4.4
286,Hello My Name Is Aune,8.2,70,1009,1070,15,8,4.4
222,Dog E,16.1,100,1125,1015,500,254,4.4
151,Rhubarb Saison - B-Sides,6.4,25,1008,1052,10,5,5.2
276,Nine To Five Wizard,7.5,35,1012,1069,20,10,4.3
261,Small Batch: Nitro Breakfast Stout,8.0,80,1027,1092,88,44.7,5.2
293,I Wanna Be Your Dog,12.0,55,1035,1125.0,600.0,305.0,4.1
12,Arcade Nation,5.3,60,1012,1052.0,200.0,100.0,4.2
67,Hunter Foundation Pale Ale,5.4,35,1008,1050.0,11.5,5.75,4.4
129,Hinterland,9.0,85,1025,1094.0,400.0,200.0,4.3
300,Indie Pale Ale,4.2,30,1008,1044.0,16.6,8.0,4.6
33,Sorachi Ace,7.5,75,1013,1068.0,30.0,15.0,4.4
14,Alpha Dog,4.5,42,1025,1046.0,62.0,31.0,4.4
269,Small Batch: Imperial Pale Weizen,7.5,25,1010,1067.0,18.0,9.0,4.4
38,Belgian Trappist,6.3,55,1012,1060.0,30.0,15.0,4.4
216,Barrel Aged Hinterland,9.0,85,1025,1094.0,400.0,200.0,4.3
216,Barrel Aged Hinterland,9.0,85,1025,1094.0,400.0,200.0,4.3
216,Barrel Aged Hinterland,9.0,85,1025,1094.0,400.0,200.0,4.3
214,Cult Lager,5.4,50,1049,1008.0,19.0,8.0,4.1
86,Original Dogma (Née Speedball),7.8,60,1012,1071.3,31.0,15.5,4.3
230,Black Hammer,7.2,250,1010,1065.0,104.0,53.0,4.4
31,Nanny State,0.5,55,1005,1007.0,30.0,15.0,4.4
76,#Mashtag 2013,7.5,50,1013,1070.0,40.0,20.0,4.4
310,Clockwork Tangerine,4.5,37,1012,1047.0,20.0,10.0,4.2
227,Brewdog Vs Beavertown,9.2,50,1085,1016.0,78.8,40.0,4.2
230,Black Hammer,7.2,250,1010,1065.0,104.0,53.0,4.4
192,Punk IPA 2007 - 2010,6.0,60,1010,1056.0,17.0,8.5,4.4
39,Kohatu - IPA Is Dead,7.2,70,1012,1067.0,30.0,15.0,4.4
26,Skull Candy,3.5,33,1012,1038.0,50.0,25.0,4.4
112,Vote Sepp,3.6,20,1009,1036.0,8.0,4.0,4.1
9,AB:07,12.5,30,1020,1106.0,84.0,42.0,5.6
174,Konnichiwa Kitsune,4.4,70,1012,1045.0,30.0,15.0,4.4
289,Hello My Name Is Lieke,8.2,70,1009,1070.0,15.0,8.0,4.4
38,Belgian Trappist,6.3,55,1012,1060.0,30.0,15.0,4.4
105,Hello My Name Is Beastie,8.2,42,1013,1078.0,90.0,45.0,4.4
61,Magic Stone Dog (w/Magic Rock & Stone Brewing Co.),4.6,30,1008,1043.0,15.0,7.5,4.4
306,AB:25,13.3,35,1020,1113.0,90.0,46.0,4.2
5,Avery Brown Dredge,7.2,59,1027,1069.0,10.0,5.0,4.4
200,Double IPA - Russian Doll,8.0,85,1013,1074.0,35.0,17.5,5.2
267,AB:22,12.5,70,1020,1115.0,100.0,51.0,4.1
163,This. Is. Lager,4.7,37,1007,1043.0,10.0,6.0,4.2
20,Rabiator,10.27,26,1014,1092.0,24.0,12.0,4.4
236,Science IPA,5.0,,1011,1050.0,24.0,47.0,4.4
254,Small Batch: Kellerbier,4.5,25,1011,1043.0,17.0,8.6,5.3
254,Small Batch: Kellerbier,4.5,25,1011,1043.0,17.0,8.6,5.3
201,Waimea - IPA Is Dead,6.7,70,1015,1066.0,30.0,15.0,4.4
234,Neon Overlord,7.6,70,1012,1067.0,20.0,10.0,4.4
238,Kingpin,4.7,40,1008,1044.0,14.0,7.0,4.2
151,Rhubarb Saison - B-Sides,6.4,25,1008,1052.0,10.0,5.0,5.2
98,Pumpkin King,5.4,20,1014,1055.0,30.0,15.0,4.4
79,Hops Kill Nazis,7.6,70,1015,1073.0,59.0,29.5,4.4
313,Mallow Mafia,12.0,75,1025,1116.0,390.0,198.0,4.4
118,Bounty Hunter - Shareholder Brew,6.5,35,1020,1068.0,250.0,125.0,4.2
179,How To Disappear Completely,3.5,198,1010,1037.0,37.0,19.0,4.4
207,International Arms Race (w/ Flying Dog),7.5,0,1013,1069.0,50.0,25.0,4.4
301,Small Batch: Dry-hopped Pilsner,4.7,37,1006,1042.0,5.0,3.0,4.4
214,Cult Lager,5.4,50,1049,1008.0,19.0,8.0,4.1
120,AB:10,11.5,80,1020,1096.0,115.0,57.5,4.4
278,AB:23,11.5,80,1020,1110.0,80.0,41.0,4.1
267,AB:22,12.5,70,1020,1115.0,100.0,51.0,4.1
238,Kingpin,4.7,40,1008,1044.0,14.0,7.0,4.2
252,Small Batch: Dortmunder,4.9,32,1009,1049.0,15.0,7.62,5.2
109,Cocoa Psycho,10.0,85,1012,1098.0,30.0,15.25,4.4
109,Cocoa Psycho,10.0,85,1012,1098.0,30.0,15.25,4.4
71,Pale - Russian Doll,4.0,35,1010,1041.0,45.0,22.5,5.2
108,American Ale,6.3,55,1012,1060.0,30.0,15.0,4.4
235,Mango And Chili Barley Wine,12.0,,1015,1110.0,20.0,40.0,4.4
312,Dog G,17.0,100,1015,1125.0,500.0,254.0,4.4
96,Lumberjack Stout,15.2,20,1020,1110.0,158.0,79.0,4.4
235,Mango And Chili Barley Wine,12.0,,1015,1110.0,20.0,40.0,4.4
156,Hoppy Christmas,7.2,70,1012,1067.0,30.0,15.0,4.4
245,Beatnik,8.0,60,1013,1075.0,60.0,30.5,5.2
153,Hoppy Saison - B-Sides,6.4,40,1010,1059.0,8.0,4.0,5.2
305,Native Son,8.5,70,1010,1073.0,18.0,9.0,4.6
175,San Diego Scotch Ale (w/Ballast Point),9.0,70,1018,1090.0,190.0,95.0,4.4
76,#Mashtag 2013,7.5,50,1013,1070.0,40.0,20.0,4.4
244,AB:21,12.0,100,1015,1130.0,200.0,101.6,5.1
33,Sorachi Ace,7.5,75,1013,1068.0,30.0,15.0,4.4
92,AB:09,11.6,77,1022,1110.0,265.0,132.5,5.2
120,AB:10,11.5,80,1020,1096.0,115.0,57.5,4.4
253,Small Batch: 90 Shilling,5.3,25,1010,1056.0,40.0,20.32,4.2
131,Motueka,6.7,67,1064,1013.0,19.0,9.5,4.4
86,Original Dogma (Née Speedball),7.8,60,1012,1071.3,31.0,15.5,4.3
182,All Day Long - Prototype Challenge,2.8,30,1012,1032.5,42.0,21.0,4.4
216,Barrel Aged Hinterland,9.0,85,1025,1094.0,400.0,200.0,4.3
24,The End Of History,55.0,,1000,1112.0,,,4.4
197,Moshi Moshi 15,5.2,45,1011,1048.0,35,17.5,4.4
173,Chinook - IPA Is Dead,7.2,100,1010,1064.0,12,6,4.4
90,#Mashtag 2015,10.0,85,1020,1098.0,130,65,4.4
170,Bashah (w/ Stone Brewing Co),9.7,100,1015,1088.0,30,15.3,4.4
23,Storm,8.0,60,1010,1082.0,12,6,4.4
232,Ace Of Equinox,4.5,40,1011,1045.0,18,9,4.2
172,Single Hop Enigma IPA - B-Sides,5.0,50,1011,1050.0,10,5,4.4
217,Barrel Aged Albino Squid Assassin,9.2,65,1012,1069.0,60,30,4.2
223,Prototype Pils 2.0,4.7,25,1044,1008.0,25,5,4.2
254,Small Batch: Kellerbier,4.5,25,1011,1043.0,17,8.6,5.3
114,U-Boat (w/ Victory Brewing),8.4,50,1015,1080.0,200,100,4.4
232,Ace Of Equinox,4.5,40,1011,1045.0,18,9,4.2
194,Hardkogt IPA,7.6,175,1014,1072.0,40,20,4.4
134,Mr.Miyagi's Wasabi Stout,7.5,90,1015,1072.0,200,102,4.4
113,Hello My Name Is Ingrid,8.2,42,1013,1078.0,70,35,4.4
216,Barrel Aged Hinterland,9.0,85,1025,1094.0,400,200,4.3
79,Hops Kill Nazis,7.6,70,1015,1073.0,59,29.5,4.4
261,Small Batch: Nitro Breakfast Stout,8.0,80,1027,1092.0,88,44.7,5.2
294,Opaque Jake,7.2,20,1009,1065.0,20,10,4.4
218,Monk Hammer,7.2,250,1010,1065.0,15,7.5,4.4
120,AB:10,11.5,80,1020,1096.0,115,57.5,4.4
241,Hello My Name Is Ingrid 2016,8.2,70,1013,1076.0,30,15.2,5.2
71,Pale - Russian Doll,4.0,35,1010,1041.0,45,22.5,5.2
146,Nelson Sauvin,7.5,75,1013,1068.0,30,15,4.4
105,Hello My Name Is Beastie,8.2,42,1013,1078.0,90,45,4.4
195,Hello My Name Is Holy Moose,5.5,35,1011,1053.0,25,12.5,4.4
176,Old World India Pale Ale,7.5,80,1012,1069.0,50,25,4.4
251,Small Batch: Sorachi Ace Session,4.0,25,1005,1035.0,15,7.62,5.1
224,AB:20,14.2,20,1120,1025.0,67,34,4.0
268,Hazy Jane,7.2,30,1009,1065.0,15,8,4.2
5,Avery Brown Dredge,7.2,59,1027,1069.0,10,5,4.4
182,All Day Long - Prototype Challenge,2.8,30,1012,1032.5,42,21,4.4
257,Semi Skimmed Occultist,8.0,70,1014,1080.0,160,81.28,4.1
150,AB:13,11.3,50,1020,1098.0,164,83,4.4
257,Semi Skimmed Occultist,8.0,70,1014,1080.0,160,81.28,4.1
8,Fake Lager,4.7,40,1010,1046.0,12,6,4.4
58,Coffee Imperial Stout,9.0,65,1019,1080.0,97,49,4.4
305,Native Son,8.5,70,1010,1073.0,18,9,4.6
1,Buzz,4.5,60,1010,1044.0,20,10,4.4
86,Original Dogma (Née Speedball),7.8,60,1012,1071.3,31,15.5,4.3
18,Russian Doll – India Pale Ale,6.0,70,1012,1058.0,25,12.5,5.2
240,Blitz Saison,3.2,8,1007,1040.0,7,14,3.2
31,Nanny State,0.5,55,1005,1007.0,30,15,4.4
163,This. Is. Lager,4.7,37,1007,1043.0,10,6,4.2
236,Science IPA,5.0,,1011,1050.0,24,47,4.4
1,Buzz,4.5,60,1010,1044.0,20,10,4.4
211,Black Dog,5.5,60,1020,1062.0,230,115,4.4
194,Hardkogt IPA,7.6,175,1014,1072.0,40,20,4.4
72,Whisky Sour - B-Sides,7.0,20,1021,1081.0,12,6,3.2
308,Very Big Moose,12.0,25,1038,1128.0,100,50,4.4
105,Hello My Name Is Beastie,8.2,42,1013,1078.0,90,45,4.4
198,AB:01,10.2,20,1018,1095.0,16,8,4.1
292,Hello My Name Is Maria,8.2,70,1009,1070.0,15,8,4.4
212,Hop Fiction - Prototype Challenge,5.2,40,1010,1048.0,13,6.5,4.4
244,AB:21,12.0,100,1015,1130.0,200,101.6,5.1
312,Dog G,17.0,100,1015,1125.0,500,254,4.4
39,Kohatu - IPA Is Dead,7.2,70,1012,1067.0,30,15,4.4
244,AB:21,12.0,100,1015,1130.0,200,101.6,5.1
114,U-Boat (w/ Victory Brewing),8.4,50,1015,1080.0,200,100,4.4
236,Science IPA,5.0,,1011,1050.0,24,47,4.4
276,Nine To Five Wizard,7.5,35,1012,1069.0,20,10,4.3
245,Beatnik,8.0,60,1013,1075.0,60,30.5,5.2
72,Whisky Sour - B-Sides,7.0,20,1021,1081.0,12,6,3.2
188,Paradox Jura,10.0,55,1014,1128.0,300,152,4.4
99,Hello My Name Is Päivi,8.3,70,1013,1076.0,30,15,4.4
264,Small Batch: East Coast Crush,4.8,25,1010,1047.0,15,8,4.2
312,Dog G,17.0,100,1015,1125.0,500,254,4.4
217,Barrel Aged Albino Squid Assassin,9.2,65,1012,1069.0,60,30,4.2
324,Fools Gold Dortmunder Lager,5.6,32,1009,1052.0,11,6,4.2
200,Double IPA - Russian Doll,8.0,85,1013,1074.0,35,17.5,5.2
227,Brewdog Vs Beavertown,9.2,50,1085,1016.0,78.8,40,4.2
175,San Diego Scotch Ale (w/Ballast Point),9.0,70,1018,1090.0,190,95,4.4
142,Orange Blossom - B-Sides,3.8,20,1000,1039.0,6,3,5.2
151,Rhubarb Saison - B-Sides,6.4,25,1008,1052.0,10,5,5.2
155,Old World Russian Imperial Stout,9.5,80,1014,1075.0,195,97.5,4.5
72,Whisky Sour - B-Sides,7.0,20,1021,1081.0,12,6,3.2
128,White Noise,6.8,50,1012,1060.0,30,15,4.4
21,Vice Bier,4.3,25,1010,1043.0,30,15,4.0
231,Ace Of Chinook,4.5,40,1011,1045.0,18,9,4.2
14,Alpha Dog,4.5,42,1025,1046.0,62,31,4.4
136,#Mashtag 2014,9.0,50,1015,1084.0,20,10,4.4
166,Vagabond Pale ALe - Prototype Challenge,4.5,55,1011,1045.0,20,10,4.2
165,Barley Wine - Russian Doll,10.0,80,1020,1097.0,65,32.5,4.4
38,Belgian Trappist,6.3,55,1012,1060.0,30,15,4.4
214,Cult Lager,5.4,50,1049,1008.0,19,8,4.1
221,Blitz Series,3.2,8,1032,1007.0,8,3,3.2
216,Barrel Aged Hinterland,9.0,85,1025,1094.0,400,200,4.3
159,Black Tokyo Horizon (w/Nøgne Ø & Mikkeller),17.2,75,1030,1156.0,128,64,4.4
288,Hello My Name Is Agnetha,8.2,70,1009,1070.0,15,8,4.4
277,Prototype Blonde Ale,4.5,15,1009,1044.0,12,6,4.6
80,AB:04,15.0,80,1018,1113.0,400,200,4.0
195,Hello My Name Is Holy Moose,5.5,35,1011,1053.0,25,12.5,4.4
223,Prototype Pils 2.0,4.7,25,1044,1008.0,25,5,4.2
195,Hello My Name Is Holy Moose,5.5,35,1011,1053.0,25,12.5,4.4
81,India Session Lager - Prototype Challenge,4.4,35,1007,1040.0,12,6,4.4
240,Blitz Saison,3.2,8,1007,1040.0,7,14,3.2
320,King of Eights,7.4,20,1009,1065.0,20,10,4.4
162,77 Lager,4.9,30,1009,1047.0,12,6,4.4
234,Neon Overlord,7.6,70,1012,1067.0,20,10,4.4
284,Hello My Name Is Helga,8.2,70,1009,1070.0,15,8,4.4
303,Hazy Jane Rye Barrel Aged,7.2,30,1009,1065.0,15,8,4.2
281,Homicidal Puppet Help Desk,11.5,132,1020,1105.0,45,23,4.1
191,Interstellar,6.5,55,1011,1059.0,50,25,4.4
123,Candy Kaiser,5.2,45,1009,1049.0,45,22.5,4.2
133,Black Eye Joe (w/ Stone Brewing Co),5.8,40,1008,1053.0,177.3,88.7,4.4
214,Cult Lager,5.4,50,1049,1008.0,19,8,4.1
312,Dog G,17.0,100,1015,1125.0,500,254,4.4
310,Clockwork Tangerine,4.5,37,1012,1047.0,20,10,4.2
173,Chinook - IPA Is Dead,7.2,100,1010,1064.0,12,6,4.4
5,Avery Brown Dredge,7.2,59,1027,1069.0,10,5,4.4
295,Choco Libre,9.0,25,1020,1086.0,190,96,4.2
241,Hello My Name Is Ingrid 2016,8.2,70,1013,1076.0,30,15.2,5.2
49,AB:14,10.0,30,1016,1094.0,20,10,4.4
241,Hello My Name Is Ingrid 2016,8.2,70,1013,1076.0,30,15.2,5.2
23,Storm,8.0,60,1010,1082.0,12,6,4.4
36,Shipwrecker Circus (w/ Oskar Blues),10.5,85,1022,1102.0,64,32,4.4
52,Paradox Islay,10.0,55,1014,1090.0,300,152,4.4
225,Paradox Islay 2.0,13.0,100,1112,1015.0,300,152,4.4
104,India Pale Weizen (w/ Weihenstephan),6.2,50,1010,1056.0,35,17.5,4.0
305,Native Son,8.5,70,1010,1073.0,18,9,4.6
229,Rye Hammer,7.2,250,1010,1065.0,17,8.5,4.4
273,Prototype Double IPA,8.5,60,1007,1073.0,15,8,4.2
314,Manic Mango,6.0,20,1010,1057.0,12,6,4.4
294,Opaque Jake,7.2,20,1009,1065.0,20,10,4.4
